Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Roof Shape,Roof Angle,Footprint m2,Type Tags,OSM URL
Office: A/C standard,England SE and Central S,London,way,241870405,TI Group,many,,345.9,building=office,https://www.openstreetmap.org/way/241870405
Office: A/C standard,England SE and Central S,London,way,242160713,Consulate-General of Portugal,quadruple_saltbox,,465.2,building=office; office=diplomatic,https://www.openstreetmap.org/way/242160713
Office: A/C standard,England SE and Central S,London,way,242803706,Harrow Solicitors & Advocates,gabled,,93.0,building=apartments; office=solicitors,https://www.openstreetmap.org/way/242803706
Office: A/C standard,England SE and Central S,London,way,242803715,,gabled,,260.1,building=office,https://www.openstreetmap.org/way/242803715
Office: A/C standard,England SE and Central S,London,way,243010924,Vanguard Solicitors,gabled,,105.9,building=apartments; office=lawyer,https://www.openstreetmap.org/way/243010924
Office: A/C standard,England SE and Central S,London,way,243352369,Vanguard Solicitors,gabled,,116.7,building=apartments; office=lawyer,https://www.openstreetmap.org/way/243352369
Office: A/C standard,England SE and Central S,London,way,243356241,Garside & Hoy,gabled,,125.1,building=retail; office=lawyer,https://www.openstreetmap.org/way/243356241
Office: A/C standard,England SE and Central S,London,way,243356254,Sheridan Clarke,flat,,94.5,building=retail; office=accountant,https://www.openstreetmap.org/way/243356254
Office: A/C standard,England SE and Central S,London,way,243638191,Allan Howard & Co,hipped,,67.7,building=yes; office=estate_agent,https://www.openstreetmap.org/way/243638191
Office: A/C standard,England SE and Central S,London,way,243868236,Coversure Insurance,flat,,51.6,building=yes; office=insurance,https://www.openstreetmap.org/way/243868236
Office: A/C standard,England SE and Central S,London,way,243868241,Mills Chody Solicitors,hipped,,189.7,building=office; office=lawyer,https://www.openstreetmap.org/way/243868241
Office: A/C standard,England SE and Central S,London,way,243868243,Move In Properties,flat,,51.6,building=yes; office=estate_agent,https://www.openstreetmap.org/way/243868243
Office: A/C standard,England SE and Central S,London,way,243983811,3 E'S Accountants,flat,,133.8,building=apartments; office=accountant,https://www.openstreetmap.org/way/243983811
Office: A/C standard,England SE and Central S,London,way,243983812,Lixmere House,flat,,170.7,building=apartments; office=estate_agent,https://www.openstreetmap.org/way/243983812
Office: A/C standard,England SE and Central S,London,way,247983907,Amey Kamp,flat,,135.6,building=yes; office=accountant,https://www.openstreetmap.org/way/247983907
Office: A/C standard,England SE and Central S,London,way,247983932,D.M. Raja Ltd,flat,,83.8,building=yes; office=insurance,https://www.openstreetmap.org/way/247983932
Office: A/C standard,England SE and Central S,London,way,247983937,Eposdirect.co.uk,flat,,73.8,building=yes; office=it,https://www.openstreetmap.org/way/247983937
Office: A/C standard,England SE and Central S,London,way,251145061,Jan Solicitor,gabled,,133.0,building=retail; office=yes,https://www.openstreetmap.org/way/251145061
Office: A/C standard,England SE and Central S,London,way,256331318,Hamptons,gabled,,132.5,building=yes; office=estate_agent,https://www.openstreetmap.org/way/256331318
Office: A/C standard,England SE and Central S,London,way,256331321,Dexters,gabled,,66.7,building=yes; office=estate_agent,https://www.openstreetmap.org/way/256331321
Office: A/C standard,England SE and Central S,London,way,256783882,,gabled,,151.8,building=office,https://www.openstreetmap.org/way/256783882
Office: A/C standard,England SE and Central S,London,way,258988670,,flat,,381.8,building=office,https://www.openstreetmap.org/way/258988670
Office: A/C standard,England SE and Central S,London,way,270723101,,quadruple_saltbox,,219.7,building=office,https://www.openstreetmap.org/way/270723101
Office: A/C standard,England SE and Central S,London,way,270893092,The Linc Centre,flat,,605.4,building=office,https://www.openstreetmap.org/way/270893092
Office: A/C standard,England SE and Central S,London,way,274469401,,flat,,552.1,building=office,https://www.openstreetmap.org/way/274469401
Office: A/C standard,England SE and Central S,London,way,286823126,4 Harbour Exchange,flat,,1012.3,building=office,https://www.openstreetmap.org/way/286823126
Office: A/C standard,England SE and Central S,London,way,289011074,,flat,,1142.0,building=office,https://www.openstreetmap.org/way/289011074
Office: A/C standard,England SE and Central S,London,way,289168063,,flat,,476.9,building=office,https://www.openstreetmap.org/way/289168063
Office: A/C standard,England SE and Central S,London,way,293605937,,flat,,639.8,building=office,https://www.openstreetmap.org/way/293605937
Office: A/C standard,England SE and Central S,London,way,294640995,,gambrel,,223.5,building=office,https://www.openstreetmap.org/way/294640995
Office: A/C standard,England SE and Central S,London,way,297281680,Arup,flat,,2581.1,building=office; office=engineer,https://www.openstreetmap.org/way/297281680
Office: A/C standard,England SE and Central S,London,way,308128743,Powell and Co. Solicitors,double_saltbox,,86.6,building=commercial; office=solicitor,https://www.openstreetmap.org/way/308128743
Office: A/C standard,England SE and Central S,London,way,313769051,Holland Taylor & Associates,gabled,,64.6,building=retail; office=estate_agent,https://www.openstreetmap.org/way/313769051
Office: A/C standard,England SE and Central S,London,way,341319213,,gabled,,65.9,building=office,https://www.openstreetmap.org/way/341319213
Office: A/C standard,England SE and Central S,London,way,341319214,,flat,,82.0,building=office,https://www.openstreetmap.org/way/341319214
Office: A/C standard,England SE and Central S,London,way,345400571,,gambrel,,224.3,building=office,https://www.openstreetmap.org/way/345400571
Office: A/C standard,England SE and Central S,London,way,345753830,,many,,334.5,building=office,https://www.openstreetmap.org/way/345753830
Office: A/C standard,England SE and Central S,London,way,346670673,,double_saltbox,,81.4,building=office,https://www.openstreetmap.org/way/346670673
