Activity Class,District,Representative Station,OSM Type,OSM ID,Building Name,Storeys,Type Tags,OSM URL
Health: Hospital,England SE and Central S,London,way,821710060,,1.0,building=hospital,https://www.openstreetmap.org/way/821710060
Health: Hospital,England SE and Central S,London,way,821710063,,1.0,building=hospital,https://www.openstreetmap.org/way/821710063
Health: Hospital,England SE and Central S,London,way,821710064,,1.0,building=hospital,https://www.openstreetmap.org/way/821710064
Health: Hospital,England SE and Central S,London,way,822363853,Willow Annex,1.0,building=hospital,https://www.openstreetmap.org/way/822363853
Health: Hospital,England SE and Central S,London,way,822363854,The Phoenix Centre,1.0,building=hospital,https://www.openstreetmap.org/way/822363854
Health: Hospital,England SE and Central S,London,way,822363857,,1.0,building=hospital,https://www.openstreetmap.org/way/822363857
Health: Hospital,England SE and Central S,London,way,822363858,,1.0,building=hospital,https://www.openstreetmap.org/way/822363858
Health: Hospital,England SE and Central S,London,way,822363859,,1.0,building=hospital,https://www.openstreetmap.org/way/822363859
Health: Hospital,England SE and Central S,London,way,831768505,Beckenham Beacon,1.0,building=hospital; healthcare=hospital,https://www.openstreetmap.org/way/831768505
Health: Hospital,England SE and Central S,London,way,891794532,,1.0,building=hospital,https://www.openstreetmap.org/way/891794532
Health: Hospital,England SE and Central S,London,way,891794828,,1.0,building=hospital,https://www.openstreetmap.org/way/891794828
Health: Hospital,England SE and Central S,London,way,912368822,IVF clinic,1.0,building=hospital,https://www.openstreetmap.org/way/912368822
Health: Hospital,England SE and Central S,London,way,912368825,,1.0,building=hospital,https://www.openstreetmap.org/way/912368825
Health: Hospital,England SE and Central S,London,way,912368826,,1.0,building=hospital,https://www.openstreetmap.org/way/912368826
Health: Hospital,England SE and Central S,London,way,912368828,,1.0,building=hospital,https://www.openstreetmap.org/way/912368828
Health: Hospital,England SE and Central S,London,way,912368829,,1.0,building=hospital,https://www.openstreetmap.org/way/912368829
Health: Hospital,England SE and Central S,London,way,912501590,,1.0,building=hospital,https://www.openstreetmap.org/way/912501590
Health: Hospital,England SE and Central S,London,way,912501594,,1.0,building=hospital,https://www.openstreetmap.org/way/912501594
Health: Hospital,England SE and Central S,London,way,923339032,Bence Jones Unit,1.0,building=hospital,https://www.openstreetmap.org/way/923339032
Health: Hospital,England SE and Central S,London,way,923339033,Dialysis Unit,1.0,building=hospital,https://www.openstreetmap.org/way/923339033
Health: Hospital,England SE and Central S,London,way,923339038,,1.0,building=hospital,https://www.openstreetmap.org/way/923339038
Health: Hospital,England SE and Central S,London,way,954052293,,1.0,building=hospital,https://www.openstreetmap.org/way/954052293
Health: Hospital,England SE and Central S,London,way,954052297,,1.0,building=hospital,https://www.openstreetmap.org/way/954052297
Health: Hospital,England SE and Central S,London,way,954052303,,1.0,building=hospital,https://www.openstreetmap.org/way/954052303
Health: Hospital,England SE and Central S,London,relation,4555391,,1.0,building=hospital,https://www.openstreetmap.org/relation/4555391
Health: Hospital,England SE and Central S,London,relation,7209458,Courtyard Clinic,1.0,building=hospital,https://www.openstreetmap.org/relation/7209458
Health: Hospital,England SE and Central S,London,relation,7800300,,1.0,building=hospital,https://www.openstreetmap.org/relation/7800300
Health: Hospital,England SE and Central S,London,relation,10141397,Mary Stanford Wing,1.0,building=hospital,https://www.openstreetmap.org/relation/10141397
Health: Hospital,England SE and Central S,London,way,28476793,Green Parks House,2.0,building=hospital; healthcare=hospital,https://www.openstreetmap.org/way/28476793
Health: Hospital,England SE and Central S,London,way,33267602,,2.0,building=hospital,https://www.openstreetmap.org/way/33267602
Health: Hospital,England SE and Central S,London,way,41565863,Paterson Cabin,2.0,building=hospital,https://www.openstreetmap.org/way/41565863
Health: Hospital,England SE and Central S,London,way,47693495,,2.0,building=hospital,https://www.openstreetmap.org/way/47693495
Health: Hospital,England SE and Central S,London,way,67012952,,2.0,building=hospital,https://www.openstreetmap.org/way/67012952
Health: Hospital,England SE and Central S,London,way,102265877,"Capital, Estates and Facilities Directorate",2.0,building=hospital; office=property_management,https://www.openstreetmap.org/way/102265877
Health: Hospital,England SE and Central S,London,way,111488825,Nightingale Hospital,2.0,building=hospital,https://www.openstreetmap.org/way/111488825
Health: Hospital,England SE and Central S,London,way,118161111,"Education Centre, Trust Office & Newcomb Library",2.0,building=hospital,https://www.openstreetmap.org/way/118161111
Health: Hospital,England SE and Central S,London,way,118173829,Clifden Centre,2.0,building=hospital; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/118173829
Health: Hospital,England SE and Central S,London,way,184158831,,2.0,building=hospital,https://www.openstreetmap.org/way/184158831
Health: Hospital,England SE and Central S,London,way,224879190,Larkbarrow,2.0,building=hospital,https://www.openstreetmap.org/way/224879190
Health: Hospital,England SE and Central S,London,way,224879207,Wakefield House,2.0,building=hospital,https://www.openstreetmap.org/way/224879207
Health: Hospital,England SE and Central S,London,way,262033797,Robert Lowe Sports Centre,2.0,building=hospital,https://www.openstreetmap.org/way/262033797
Health: Hospital,England SE and Central S,London,way,262266676,Ronald McDonald House,2.0,building=hospital,https://www.openstreetmap.org/way/262266676
Health: Hospital,England SE and Central S,London,way,274468167,,2.0,building=hospital,https://www.openstreetmap.org/way/274468167
Health: Hospital,England SE and Central S,London,way,275227424,Merritt Medical Centre,2.0,building=hospital,https://www.openstreetmap.org/way/275227424
Health: Hospital,England SE and Central S,London,way,351750400,Albert building,2.0,building=hospital,https://www.openstreetmap.org/way/351750400
Health: Hospital,England SE and Central S,London,way,373403834,Outpatients,2.0,building=hospital,https://www.openstreetmap.org/way/373403834
Health: Hospital,England SE and Central S,London,way,413948225,,2.0,building=hospital,https://www.openstreetmap.org/way/413948225
Health: Hospital,England SE and Central S,London,way,423524703,Education Centre,2.0,building=hospital,https://www.openstreetmap.org/way/423524703
Health: Hospital,England SE and Central S,London,way,532066394,Children & Young People Centre,2.0,building=hospital; healthcare=mental_health_clinic,https://www.openstreetmap.org/way/532066394
Health: Hospital,England SE and Central S,London,way,581996870,Denmark Wing,2.0,building=hospital,https://www.openstreetmap.org/way/581996870
Health: Hospital,England SE and Central S,London,way,582530283,Neuroscience Offices,2.0,building=hospital,https://www.openstreetmap.org/way/582530283
Health: Hospital,England SE and Central S,London,way,582530284,Cabin B,2.0,building=hospital,https://www.openstreetmap.org/way/582530284
Health: Hospital,England SE and Central S,London,way,583302217,Community Midwives Centre,2.0,building=hospital; healthcare=midwife,https://www.openstreetmap.org/way/583302217
Health: Hospital,England SE and Central S,London,way,583302219,Midwives House,2.0,building=hospital; healthcare=midwife,https://www.openstreetmap.org/way/583302219
Health: Hospital,England SE and Central S,London,way,583371355,,2.0,building=hospital,https://www.openstreetmap.org/way/583371355
Health: Hospital,England SE and Central S,London,way,583371357,KFM,2.0,building=hospital; office=company,https://www.openstreetmap.org/way/583371357
Health: Hospital,England SE and Central S,London,way,583371359,Finance Directorate - ICT,2.0,building=hospital; office=accountant,https://www.openstreetmap.org/way/583371359
Health: Hospital,England SE and Central S,London,way,583371362,,2.0,building=hospital,https://www.openstreetmap.org/way/583371362
Health: Hospital,England SE and Central S,London,way,583371365,Finance Directorate,2.0,building=hospital; office=accountant,https://www.openstreetmap.org/way/583371365
Health: Hospital,England SE and Central S,London,way,583371367,,2.0,building=hospital,https://www.openstreetmap.org/way/583371367
Health: Hospital,England SE and Central S,London,way,590614239,,2.0,building=hospital,https://www.openstreetmap.org/way/590614239
Health: Hospital,England SE and Central S,London,way,733666931,The Bays,2.0,building=hospital,https://www.openstreetmap.org/way/733666931
Health: Hospital,England SE and Central S,London,way,813836958,Occupational Therapy,2.0,building=hospital,https://www.openstreetmap.org/way/813836958
Health: Hospital,England SE and Central S,London,way,891794524,,2.0,building=hospital,https://www.openstreetmap.org/way/891794524
Health: Hospital,England SE and Central S,London,way,891919522,,2.0,building=hospital,https://www.openstreetmap.org/way/891919522
Health: Hospital,England SE and Central S,London,way,912368816,,2.0,building=hospital,https://www.openstreetmap.org/way/912368816
Health: Hospital,England SE and Central S,London,way,912368835,Urgent Treatment Centre,2.0,building=hospital,https://www.openstreetmap.org/way/912368835
Health: Hospital,England SE and Central S,London,way,912368840,,2.0,building=hospital,https://www.openstreetmap.org/way/912368840
Health: Hospital,England SE and Central S,London,way,912501591,,2.0,building=hospital,https://www.openstreetmap.org/way/912501591
Health: Hospital,England SE and Central S,London,way,912501593,,2.0,building=hospital,https://www.openstreetmap.org/way/912501593
Health: Hospital,England SE and Central S,London,way,913214290,,2.0,building=hospital,https://www.openstreetmap.org/way/913214290
Health: Hospital,England SE and Central S,London,way,923339037,Education Centre,2.0,building=hospital,https://www.openstreetmap.org/way/923339037
Health: Hospital,England SE and Central S,London,way,953042790,OC,2.0,building=hospital,https://www.openstreetmap.org/way/953042790
Health: Hospital,England SE and Central S,London,way,954052289,,2.0,building=hospital,https://www.openstreetmap.org/way/954052289
Health: Hospital,England SE and Central S,London,way,954052291,,2.0,building=hospital,https://www.openstreetmap.org/way/954052291
Health: Hospital,England SE and Central S,London,way,954052296,,2.0,building=hospital,https://www.openstreetmap.org/way/954052296
Health: Hospital,England SE and Central S,London,way,954052299,,2.0,building=hospital,https://www.openstreetmap.org/way/954052299
Health: Hospital,England SE and Central S,London,way,954052300,,2.0,building=hospital,https://www.openstreetmap.org/way/954052300
Health: Hospital,England SE and Central S,London,way,963382776,Maggie's,2.0,building=hospital,https://www.openstreetmap.org/way/963382776
Health: Hospital,England SE and Central S,London,way,1000641021,,2.0,building=hospital; amenity=clinic; healthcare=clinic,https://www.openstreetmap.org/way/1000641021
Health: Hospital,England SE and Central S,London,relation,3641021,City & Hackney Centre for Mental Health,2.0,building=hospital; amenity=hospital; healthcare=hospital,https://www.openstreetmap.org/relation/3641021
Health: Hospital,England SE and Central S,London,relation,4100112,Gresham House,2.0,building=hospital,https://www.openstreetmap.org/relation/4100112
Health: Hospital,England SE and Central S,London,relation,10141398,Bonney House,2.0,building=hospital,https://www.openstreetmap.org/relation/10141398
Health: Hospital,England SE and Central S,London,relation,13588518,,2.0,building=hospital,https://www.openstreetmap.org/relation/13588518
Health: Hospital,England SE and Central S,London,relation,17963083,,2.0,building=hospital,https://www.openstreetmap.org/relation/17963083
Health: Hospital,England SE and Central S,London,way,35439026,Grosvenor Wing,3.0,building=hospital,https://www.openstreetmap.org/way/35439026
Health: Hospital,England SE and Central S,London,way,36129949,,3.0,building=hospital,https://www.openstreetmap.org/way/36129949
Health: Hospital,England SE and Central S,London,way,36130047,,3.0,building=hospital,https://www.openstreetmap.org/way/36130047
Health: Hospital,England SE and Central S,London,way,41565631,Out Patients Department,3.0,building=hospital,https://www.openstreetmap.org/way/41565631
Health: Hospital,England SE and Central S,London,way,41565635,Jefferies Wing,3.0,building=hospital,https://www.openstreetmap.org/way/41565635
Health: Hospital,England SE and Central S,London,way,58646511,Alderney Building,3.0,building=hospital,https://www.openstreetmap.org/way/58646511
